snapshot_date,voice_id,public_owner_id,name,language,locale,accent,gender,age,descriptive,use_case,category,usage_character_count_1y,usage_character_count_7d,cloned_by_count,featured,rate,preview_url,description
2026-08-15,oKxkBkm5a8Bmrd1Whf2c,94b742aa4419c31ad61c1b191639f84667a510dd4d7d551a0552ceb0336366f2,"Prince Nur - Smooth, Rich and Engaging",ru,ru-RU,moscow,male,young,deep,narrative_story,high_quality,854038327,1358493,178066,false,1,https://api.us.elevenlabs.io/v1/voices/oKxkBkm5a8Bmrd1Whf2c/previews/audio?payload=eyJ2b2ljZV9zb3VyY2UiOiJjdXN0b20iLCJ1c2VyX2lkIjoiSmx2QWZ6SEhuTlJXWUdxZnBjZndhd0Qyak9mMSIsImZpbGVuYW1lIjoiUG85bTZodkNDalg1QThSejZhMEgubXAzIiwidGltZXN0YW1wIjoxNzg2ODEzMjAwMDAwMDAwfQ%3D%3D,"Smoother, deeper, richer version of the original Prince Nuri — perfect for narrations, commercials, or characters that demand charm with a touch of mystery. If you loved the original, this one keeps the soul but adds a darker brew.
Ideal for: audio dramas, storytelling, and anything that needs a voice like warm tea on a cold night."
2026-08-15,3JDquces8E8bkmvbh6Bc,71601d75e93fe200443db77c032bb8757638b7881c4b6949a1f8e88ba960ff2e,"Otani - Inviting, Clear and Measured",ja,ja-JP,standard,male,middle_aged,confident,narrative_story,high_quality,843125887,8994689,308725,false,1,https://storage.googleapis.com/eleven-public-prod/custom/voices/3JDquces8E8bkmvbh6Bc/PZchZFPBnPlog5kS1miM.mp3,Middle aged Japanese voice. Suitable for Narration & Storytelling.
2026-08-15,fzDFBB4mgvMlL36gPXcz,e9a6840c69b79812b77ea81fa11d55aaf80dcf1938fa0137bf7f514f67f75c99,Giovanni Rossi - Deep and Sympathetic,it,it-IT,standard,male,young,serious,narrative_story,high_quality,832796840,2205173,53107,false,1,https://storage.googleapis.com/eleven-public-prod/custom/voices/fzDFBB4mgvMlL36gPXcz/9mWvFKGio04aGXSm7tbQ.mp3,Young and serious Male voice. Perfect for audiobooks.
2026-08-15,A9ATTqUUQ6GHu0coCz8t,d74ce40e46c888fdd931f12f3539c38326bb9a5f1c97716e3567e22101914ea6,"Hamid - Friendly, Natural and Positive",ar,ar-MA,moroccan,male,young,pleasant,entertainment_tv,high_quality,769761595,3861919,200335,false,1,https://storage.googleapis.com/eleven-public-prod/custom/voices/A9ATTqUUQ6GHu0coCz8t/52WpzlQwppmSVSQXa65L.mp3,Young voice male with a pleasant tone. Perfect for news.
2026-08-15,13Cuh3NuYvWOVQtLbRN8,d0bc74494e98081c4e15ba13dc421de4c9112aa6b7715616e49e2abad7b7a8b6,"Marco - Deep, Rich and Reflective",it,it-IT,standard,male,middle_aged,classy,narrative_story,high_quality,762697511,7466485,209685,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/PmcWCeDWyhXdgWnKoeG8s6OvV0L2/voices/13Cuh3NuYvWOVQtLbRN8/cJBPziv7PCBbwkL4Nf48.mp3,"Italian Middle Aged Voice Actor - warm, convincing, and fascinating voice."
2026-08-15,3VnrjnYrskPMDsapTr8X,872d10d803ebe5748c44f5e660e7822c990321ee0b5681ef2cb2fe2cd06e36e4,"Tung Dang - Deep, Warm and Resonant",vi,vi-VN,northern,male,middle_aged,calm,entertainment_tv,professional,727778296,2516410,328332,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/COsSJJG6gjWu8B6HtAYraUqntxT2/voices/3VnrjnYrskPMDsapTr8X/rTtnskqz8S0pmuxMwNB3.mp3,"A deep, warm voice of a Vietnamese man in his early 30s—perfect for communication, education, storytelling, and short videos. His voice exudes clarity and warmth, making every word engaging and easy to connect with."
2026-08-15,PDoCXqBQFGsvfO0hNkEs,6b3351c6df75a64f232988ae8b1befc38fb6f8792ff8b5c25b5dbcb6f3f8c0bd,Chris - Warm and Clear,ko,ko-KR,seoul,male,young,casual,informative_educational,high_quality,712645739,8751784,77057,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/7kxPBwJAokcdcenCkajeakMAYNV2/voices/PDoCXqBQFGsvfO0hNkEs/N8aRMeov18dFKyQFDDai.mp3,Young Male Korean with a Bright Voice. Great for Informative content.
2026-08-15,o2xdfKUpc1Bwq7RchZuW,4a158683f832f54520676765e2923021441f78ac310788469086df9b488d7d58,"Piotr - Engaging, Reassuring Storyteller",pl,pl-PL,standard,male,middle_aged,calm,narrative_story,high_quality,706797211,4011467,222895,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/WREaahKO7NZBbjp6DTUFGPrnqHD3/voices/o2xdfKUpc1Bwq7RchZuW/FVTB9TXCDzUSEKDPzIvD.mp3,"Ciepły, niski głos, który budzi zaufanie. Idealny do reklam, filmów i audiobooków."
2026-08-15,re2r5d74PqDzicySNW0I,bc00a8580b93152a9f05dfd2a01d208731202b2105a3e9ba65e30362c8b0cb92,Leon Stern - Rich and Deep,de,de-DE,standard,male,middle_aged,modulated,narrative_story,high_quality,704298818,1574762,309058,false,1,https://storage.googleapis.com/eleven-public-prod/custom/voices/re2r5d74PqDzicySNW0I/iNJX2tky9IQZwwbPK4hC.mp3,"A rich, deep voice for fantasy and epic adventure novels that captivates listeners until the very last second."
2026-08-15,CstacWqMhJQlnfLPxRG4,f8d3329a385cb2dc80d1d53ff767f6026653e41f1ec29fc7060c17ee71948dca,"Will - Deep, Smooth and Affectionate",pt,pt-BR,brazilian,male,middle_aged,calm,narrative_story,high_quality,692834868,10448842,214616,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/FjJ1S0dyr4ceeNIPe2rWGz4lcH53/voices/CstacWqMhJQlnfLPxRG4/4jr0jR4qABSfo2InZ89w.mp3,"Narration voice for Brazilian children, with a friendly and warm touch. Designed to capture the attention of children, it has smooth and expressive intonations. Ideal for audiobooks, children's stories, and educational content."
2026-08-15,kkJxCnlRCckmfFvzDW5Q,7f5f6797dc19f764d2d5f33b4974cc522609b9f773c25730bfc7c8a7ba54b61a,Alexander - Deep TV Narrator,de,de-DE,standard,male,middle_aged,pleasant,narrative_story,professional,689584645,7077712,247786,false,1,https://storage.googleapis.com/eleven-public-prod/database/workspace/9d5daecd4210450281f8157fe899598f/voices/kkJxCnlRCckmfFvzDW5Q/N7nzoxGsufAnISgpK2ml.mp3,"Male, pleasant, adult and a deep, familiar TV voice - perfect for audio books, magazines, descriptions. Listeners have immediate confidence."
2026-08-15,HuK8QKF35exsCh2e7fLT,d0bc74494e98081c4e15ba13dc421de4c9112aa6b7715616e49e2abad7b7a8b6,Carmelo La Rosa - Deep and Balanced,it,it-IT,standard,male,middle_aged,classy,informative_educational,high_quality,637766908,3749203,138987,false,1,https://api.us.elevenlabs.io/v1/voices/HuK8QKF35exsCh2e7fLT/previews/audio?payload=eyJ2b2ljZV9zb3VyY2UiOiJjdXN0b20iLCJ1c2VyX2lkIjoiUG1jV0NlRFd5aFhkZ1duS29lRzhzNk92VjBMMiIsImZpbGVuYW1lIjoiaXZleTJ4cFptMTUzNWpMRG1Vd2EubXAzIiwidGltZXN0YW1wIjoxNzg2ODEzMjAwMDAwMDAwfQ%3D%3D,"Middle Age Pro Talent. Perfect for e-learning, webinar, news, workshop, istitutional."
2026-08-15,RWiGLY9uXI70QL540WNd,c9e3af862b45c80cc29018a0cf11a5feecbba25bbfef3dc811e420a7d82bb47f,"Putra - Smooth, Clear and Engaging",id,id-ID,standard,male,middle_aged,excited,narrative_story,professional,634508928,6222021,976418,false,1,https://storage.googleapis.com/eleven-public-prod/custom/voices/RWiGLY9uXI70QL540WNd/K9KyX0PpKq51sEVudfou.mp3,"A young Indonesian man with a fiery enthusiasm, to convey messages more clearly."
2026-08-15,8EkOjt4xTPGMclNlh1pk,406d402b53d85a3e1a24d894719ae131d4563c800acf5f78397d5842f6419a1f,"Morioki - Calm, Measured and Muffled",ja,ja-JP,standard,female,young,soft,conversational,professional,599113998,6121673,35717,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/MwVnKyOTE3ZRdpgHUo84p20s9zw2/voices/8EkOjt4xTPGMclNlh1pk/09bd3d5e-755b-4046-8ace-c69f0dcc872f.mp3,Morioki Japanese woman. Works well for conversations.
2026-08-15,b2htR0pMe28pYwCY9gnP,33822640db169fffd2b45009a79f882bbfbb04b7e59077c8c5cd8c1926a6b61a,Sofía - Natural and Conversational,es,es-CO,colombian,female,young,pleasant,conversational,high_quality,595900950,7167336,50608,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/fHOiFx8lXIazL4fNHvmcoBi71SK2/voices/b2htR0pMe28pYwCY9gnP/YqHhQtUxgVpJ7rXY5dmz.mp3,"Sofía's voice is warm and authentic, with a soft Medellín accent. Designed to connect with Latin American audiences, she's perfect for social media sales and customer service. Friendly and professional, she conveys calmness and builds trusting relationships."
2026-08-15,yXEnnEln9armDCyhkXcA,563508e8457812075659ee86832f6a38d5dec38622b9ec9783ed5002775dbcce,"Jeddawi - Calm, Confident, and Deep",ar,ar-SA,saudi,male,young,calm,narrative_story,professional,589093140,1886302,40282,false,1,https://api.us.elevenlabs.io/v1/voices/yXEnnEln9armDCyhkXcA/previews/audio?payload=eyJ2b2ljZV9zb3VyY2UiOiJjdXN0b20iLCJ3b3Jrc3BhY2VfaWQiOiJmYzZkZGFmMDZlZDM0NDUzOWEyZTg2MDBkY2VhNmQ2ZiIsImZpbGVuYW1lIjoiTnJzbWRGQ1hqZUdrVXA2ckhzbFEubXAzIiwidGltZXN0YW1wIjoxNzg2ODEzMjAwMDAwMDAwfQ%3D%3D,"A deep, confident Saudi male voice from Jeddah, perfect for narration, commercials, podcasts, and storytelling. Warm, charismatic, and effortlessly professional — this voice brings every word to life with a modern Saudi flair."
2026-08-15,8mBRP99B2Ng2QwsJMFQl,c2b99f1e7f3026561140b0ea88cfdc8e39dce61aae81b0f4dc033c322077d7fe,"El Faraon - Full, Clear, Mellow",es,es-AR,latin american,male,old,deep,narrative_story,high_quality,573663990,26808116,233082,false,1,https://storage.googleapis.com/eleven-public-prod/database/workspace/3423ea02d3714f548d4841555aa05554/voices/8mBRP99B2Ng2QwsJMFQl/kQbOqMk4xSX0v97LFi2i.mp3,"Deep male voice, ideal for audiobooks, stories, narrations, and documentaries."
2026-08-15,rQOBu7YxCDxGiFdTm28w,74f589f9cfb9090408e0218fa1fe0bcb30e746f76c9fe6b100d4b694973075ac,Artem Lebedev - Captivating and Engaging,ru,ru-RU,standard,male,middle_aged,casual,conversational,high_quality,562641302,4468137,192329,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/eYUi2oZcB8RVHfP9GTnHUomZiby2/voices/rQOBu7YxCDxGiFdTm28w/6pAMjAxbXvyTDEXJySjr.mp3,"A unique and captivating Russian male voice with a rich, calm, and commanding presence, ideal for professional podcasts, audiobooks, advertisements, and educational content. Known for its emotional depth and smooth delivery, this versatile voice brings clarity and engagement to any project, from insightful podcasts and compelling educational material to immersive audiobooks and powerful commercials."
2026-08-15,IuRRIAcbQK5AQk1XevPj,3c5f8ec5e254c2b5c218004fd69e258afd3afcd5a454c10b35558677050270c8,Doga - Upbeat and Rich,tr,tr-TR,istanbul,male,middle_aged,confident,social_media,high_quality,523477587,7076344,272210,false,1,https://storage.googleapis.com/eleven-public-prod/database/workspace/bd6a6321e92640508e2b718a1b5e23a8/voices/IuRRIAcbQK5AQk1XevPj/dzo2bbYlqFHuucNnyWPU.mp3,"Middle aged British - Turkish voice with an Istanbul accent. This broadcast quality audio data was processed from samples with the most accurate intonation and word stress in Turkish. Well suited for corporate and industrial narration, commercials, audiobooks, medical videos, IVR phone systems and on-hold messages, training and tutorial videos, animation and video games, documentary narration, explainer videos, coach-style interactive learning, industrial narration, and all styles of eLearning."
2026-08-15,PdYVUd1CAGSXsTvZZTNn,ad50827bd49bc3cf8315f998cdbf2e71885fde967ff265f582df732f3eef6d71,"Mia - Clear, Steady and Warm",tr,tr-TR,standard,female,middle_aged,professional,narrative_story,high_quality,478523790,1686882,56225,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/Gp7macCqIbcDzuRHmrksJ4SdQH02/voices/PdYVUd1CAGSXsTvZZTNn/Sa6vpYH4HYQ556GX9J4G.mp3,"Middle-aged female with perfect pacing for all languages. Playful, Clear, Powerful Narrator. Fits perfect for almost all genre."
2026-08-15,93nuHbke4dTER9x2pDwE,a1254f9da709d4a8ae8b568746606d2ef3418390a67380e88423da83da5a874e,Adam - warm and friendly,fr,fr-CA,quebec,male,middle_aged,confident,conversational,high_quality,459408533,6495375,379723,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/eFmYIzNi7fVTAUiSkCFaPtNH8aQ2/voices/93nuHbke4dTER9x2pDwE/STGzl4JxizvFzZ6Hl8zW.mp3,"Authentic, deep, Québec French Canadian male voice, perfect for teaching, e-learning, and information sharing. Warm, friendly, and engaging tone."
2026-08-15,TMvmhlKUioQA4U7LOoko,d4d7ceba70753ad48da85989fdc6a2ea3d4fbc849545430035709ead2487075d,"Andi - Clear, Friendly and Calm",id,id-ID,standard,male,young,calm,narrative_story,high_quality,427587212,156261,345327,false,1,https://storage.googleapis.com/eleven-public-prod/custom/voices/TMvmhlKUioQA4U7LOoko/Dr22F3ZfMBY8NhEcuns6.mp3,"A young Indonesian male with a clear, professional, and confident voice. Suitable for Social Media."
2026-08-15,tS45q0QcrDHqHoaWdCDR,cafe304c4de57306f4e3fdbca4b97afb21be387b77b5d6f8bfc9760db3289934,"Lax - Funny, Sarcastic and Smooth",pt,pt-BR,brazilian,male,young,casual,entertainment_tv,high_quality,395702161,2839917,254674,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/9BSPmhBJkheqxBPDvE6kddOa9rF3/voices/tS45q0QcrDHqHoaWdCDR/JVXUiHFT0hC7wmBvKxRl.mp3,A young man with a Cheerful and relaxing Portuguese voice. Works well for News broadcast.
2026-08-15,7VqWGAWwo2HMrylfKrcm,498dee577b9474794f17e268c852cb80fb7ae61d43ab43034a98c055ab3e30f3,"Fatih Yıldırım - Deep, Clear and Rich",tr,tr-TR,istanbul,male,middle_aged,casual,social_media,high_quality,381288615,3830605,140091,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/OtUBACOPLZQxBWkdPFojsMctFZ93/voices/7VqWGAWwo2HMrylfKrcm/7282011b-0180-4ac0-8d75-8e87c7f2439d.mp3,"A young Turkish energetic male voice with a clear and dynamic tone , perfect for tutorials, tech reviews and engaging ,content slight warmth and confidence ideal for connecting with a broad audience. charismatic male voice , Ideal for documentaries and YouTube."
2026-08-15,J17lijyP1BHYcM7ld0Rg,45e18645fdd8c38109528a09c7034b0f941e463b16f66434a6404ba1376ec95b,"Adam - Deep, Professional and Serious",tr,tr-TR,istanbul,male,middle_aged,deep,informative_educational,professional,379136254,8988093,147739,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/1UaUJJmHzOdvXFUVPp0tkvaI8a22/voices/J17lijyP1BHYcM7ld0Rg/ca75ee98-27b0-49e2-8f11-13b2e8dd01ee.mp3,Türk male with a thick and strong voice.
2026-08-15,Ntd0iVwICtUtA6Fvx27M,9bc548f7824fc299d93320ebaad6767425ac43b4fd3380eb55a5d676de282884,Evgeniy Shevchenko - Vibrant and Rich,uk,uk-UA,standard,male,middle_aged,calm,narrative_story,professional,362956278,1549138,133082,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/0C5bUhgexLd2XXTbJno4O0594Yz1/voices/Ntd0iVwICtUtA6Fvx27M/etVdkbJAlgLzzPLOHWJc.mp3,"Warm Male Ukrainian baritone with crystal-clear diction and a gentle Slavic undertone. With years of broadcast and voiceover experience, Evgeniy Shevchenko brings dynamic range and emotive depth to every project. His precise international English accent and natural warmth inspire trust and engagement—ideal for commercials, documentaries, narration, and eLearning."
2026-08-15,a5n9pJUnAhX4fn7lx3uo,e9a6840c69b79812b77ea81fa11d55aaf80dcf1938fa0137bf7f514f67f75c99,"Martin Dupont - Deep, Warm and Aged",fr,fr-FR,standard,male,middle_aged,confident,narrative_story,high_quality,344448363,2745080,318972,false,1,https://storage.googleapis.com/eleven-public-prod/custom/voices/a5n9pJUnAhX4fn7lx3uo/I5TRksrWlXu6l80nTPu2.mp3,Middle aged male with a warm and intimate voice. Perfect for audiobooks and other formats.
2026-08-15,SXBL9NbvTrjsJQYay2kT,4bfa494b5247644782fd51b01b278c3df7850139e07154139497229a899382d1,"Melanie - Engaging, Authentic Narrator",nl,nl-NL,standard,female,young,calm,narrative_story,professional,327071939,2842967,39758,false,1,https://api.us.elevenlabs.io/v1/voices/SXBL9NbvTrjsJQYay2kT/previews/audio?payload=eyJ2b2ljZV9zb3VyY2UiOiJjdXN0b20iLCJ1c2VyX2lkIjoiV3hjek8wR3BmbmhVbVJacks2ZjlRV1cwaVlLMiIsImZpbGVuYW1lIjoiblp2eUgxYWIzbzhsWUt0ZWlSN08ubXAzIiwidGltZXN0YW1wIjoxNzg2ODEzMjAwMDAwMDAwfQ%3D%3D,"A young female voice. Good for audiobooks, voice-over and commercials."
2026-08-15,9Sj8ugvpK1DmcAXyvi3a,dbbeef33b43029d58291e2a2a7f41160fd1350f1e04807099d9eadd482ec04e4,Alex Nekrasov - Confident and Clear,uk,uk-UA,standard,male,middle_aged,classy,informative_educational,high_quality,322927986,3290717,125542,false,1,https://storage.googleapis.com/eleven-public-prod/database/workspace/422ab51746234a479c3d767267557dd0/voices/9Sj8ugvpK1DmcAXyvi3a/2dCZWU3mjLdCIto8IEde.mp3,"Middle-aged Ukrainian male voice with medium pitch and emotional tone. He speaks Ukrainian at a moderate pace with strategic pauses, enhancing clarity. This voice is perfect for news delivery, capturing attention and inspiring trust. Its expressiveness ensures information is memorable, offering clients a professional and standout sound."
2026-08-15,j210dv0vWm7fCknyQpbA,971c35dd8e2ea312a811e68cf7a4154616759b5dbdf2f184a2dc940e2623d5ff,"Hinata - Inviting, Smooth and Measured",ja,ja-JP,standard,male,young,confident,entertainment_tv,high_quality,296668566,3831905,56105,false,1,https://storage.googleapis.com/eleven-public-prod/custom/voices/j210dv0vWm7fCknyQpbA/Bek5CWu0oLhcBJoGa1tS.mp3,"Young Japanese male calm voice. Suitable for narration, news, and audiobooks."
2026-08-15,IES4nrmZdUBHByLBde0P,3d998c483296bb27f46ec1449845265d57d55797749b21aeae5502741b9b62d0,"Haytham - Energetic, Warm and Cheerful",ar,ar-EG,egyptian,male,middle_aged,crisp,narrative_story,high_quality,262771052,2501255,301054,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/9QU6MqZNA2gQa3xJofEAkVetJtm1/voices/IES4nrmZdUBHByLBde0P/k0uwHjffW70gT6nJ9gW5.mp3,"Middle aged Arab male voice, warm, energetic, suitable for casual conversations, voice acting and story telling"
2026-08-15,v70fYBHUOrHA3AKIBjPq,482ea0a3dac1052b34e09319333e5bc8382ead438ffc8e686c1f37b55b394a7b,"Mahaputra - Neutral, Calm and Gravelly",id,id-ID,standard,male,young,formal,informative_educational,professional,250495024,1701529,437438,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/kpIUsCETmARNBTw0b1WX3Q5WOKj2/voices/v70fYBHUOrHA3AKIBjPq/VhasN1RscY5mKrMIYPk0.mp3,"The voice of a young man, stiff, clear, and steady, is suitable for delivering standardized and formal information in a calm and professional tone."
2026-08-15,4za2kOXGgUd57HRSQ1fn,2e2f3f81c579e0a71d863683d5d428e0563163db10d1660a3c4dadaffb942a15,"Lendário - Cheerful, Vibrant and Fun",pt,pt-BR,brazilian,male,middle_aged,hyped,social_media,high_quality,233405462,4191561,75799,false,1,https://api.us.elevenlabs.io/v1/voices/4za2kOXGgUd57HRSQ1fn/previews/audio?payload=eyJ2b2ljZV9zb3VyY2UiOiJjdXN0b20iLCJ1c2VyX2lkIjoiRWNvblk1bnBYc1lsYmxtNG52cUV5U3BPMEU4MiIsImZpbGVuYW1lIjoiRG5leHRmczNJVk9MUEZmSTNub0QubXAzIiwidGltZXN0YW1wIjoxNzg2ODEzMjAwMDAwMDAwfQ%3D%3D,"Voice of a middle-aged man, perfect for social media and exciting narrations, constant and cheerful."
2026-08-15,aSLKtNoVBZlxQEMsnGL2,3d1fa6a5595e0a31fff8d7c1a2f2794b91ca87ddd200066dfbdfcef662a65a1b,Sanna Hartfield - Calm and Soothing,sv,sv-SE,stockholm,female,middle_aged,calm,narrative_story,high_quality,217090198,2142475,54948,false,1,https://storage.googleapis.com/eleven-public-prod/custom/voices/aSLKtNoVBZlxQEMsnGL2/g7yysxvG83AAWczMihDs.mp3,"Professional Swedish Narrator for audio books, e-learning and documentaries. A calm and soothing, smooth and velvety Stockholm accent."
2026-08-15,452WrNT9o8dphaYW5YGU,d23f394173d3bf80812ae853723bf216690272c8e7f8e864587a315155181801,"Abel - Reflective, Clear, Expressive",es,es-AR,latin american,male,middle_aged,casual,narrative_story,high_quality,207413161,4333315,112457,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/vAp394QrzodE3kDxdSdz2PokgUI2/voices/452WrNT9o8dphaYW5YGU/4adb7e01-56df-4d3d-ac96-6698fdcee93e.mp3,"Middle-aged male voice, medium tone, clear and charismatic. Perfect for any project seeking connection and versatility in narration."
2026-08-15,4xkUqaR9MYOJHoaC1Nak,3d1fa6a5595e0a31fff8d7c1a2f2794b91ca87ddd200066dfbdfcef662a65a1b,Sanna Hartfield - Direct and Natural,sv,sv-SE,stockholm,female,middle_aged,modulated,conversational,high_quality,199589619,3903566,31625,false,1,https://storage.googleapis.com/eleven-public-prod/custom/voices/4xkUqaR9MYOJHoaC1Nak/l4PwfhXHwvKzA0G9XP46.mp3,"Professional Swedish conversational voice artist for social media, voice assistants & chatbots."
2026-08-15,r1KmysJdVYZjJCm4mL3b,d5a057fa67bd4518fbf13eb08503860c528f1b11bb306922220aa0c561744e90,"Jessica - Playful, Bright, Warm",en,en-US,american,female,young,upbeat,conversational,high_quality,195251763,25287152,118706,false,1,https://storage.googleapis.com/eleven-public-prod/database/workspace/3f9696c671d04ff682b1d6019d5b62fe/voices/r1KmysJdVYZjJCm4mL3b/65478cae-a15a-4f7d-88a4-14cbc8745b2b.mp3,"The old Jessica default voice you know and love! Playful, Bright, Warm, youthful, and conversational. Perfect for your project. Voiced by real voice actor Lorin Zackular."
2026-08-15,ByhETIclHirOlWnWKhHc,3e76152f62e469dfef7259244d6e4a6c4bb9662cae01fd97c52cfde8f915bf32,Shan Shan - Young Energetic Female,zh,cmn-CN,beijing mandarin,female,young,calm,social_media,professional,193739358,790200,20583,false,1,https://storage.googleapis.com/eleven-public-prod/custom/voices/ByhETIclHirOlWnWKhHc/WueuyXkB5LAjxrfqv4nL.mp3,A youthful Chinese female voice with lively energy. Suitable for narrating stories and creating content for social media videos.
2026-08-15,a1KZUXKFVFDOb33I1uqr,7398804d9eaf2f463899a907587c33a390591775784f87857b6d0e1e4e3e66f6,"Salma - Positive, Professional and Warm",ar,ar-LB,levantine,female,young,pleasant,conversational,high_quality,193504161,1564345,66718,false,1,https://storage.googleapis.com/eleven-public-prod/database/workspace/ed9b05e6324c457685490352e9a1ec90/voices/a1KZUXKFVFDOb33I1uqr/UiaMs7jj02K2CGN2TPAU.mp3,"Salma is a young and talented artist from Dubai. Her extensive experience is not just in voice but also in the Arabic language. You will hear all that experience in her voice. Do give it a try and you will love it as it is Perfect for voiceovers, audiobooks, commercials, podcasts, and language learning content."
2026-08-15,jn6ifzU1eO5tfUZ2ZJVg,bfc377778415e5566d7450f776d8ce750827708f1567aa86476bf24415aa7fc0,Bogdan - Melodic and Calm,uk,uk-UA,standard,male,old,calm,narrative_story,professional,189394949,436014,51466,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/SWpfSBMFk8RnRE7OgOkgZXoBbOD2/voices/jn6ifzU1eO5tfUZ2ZJVg/dwThNtKnoihElXMqWhAb.mp3,A deep Ukrainian baritone radiating warmth and a subtle melodic cadence. Perfect for storytelling and narration.
2026-08-15,pCKbQ4EPGE06zpEPGNvS,03815ce2a5a8995a4b6331a05ee99c69e9cedcca5eb1f42808ee0356c7b993ab,"Abdullah - Professional, and Energetic",ar,ar-SA,modern standard,male,middle_aged,casual,entertainment_tv,high_quality,187564771,6728514,90965,false,1,https://api.us.elevenlabs.io/v1/voices/pCKbQ4EPGE06zpEPGNvS/previews/audio?payload=eyJ2b2ljZV9zb3VyY2UiOiJjdXN0b20iLCJ3b3Jrc3BhY2VfaWQiOiJkMmI0ODM4NmJhNGE0YzhmYmNlMDhhNjdjZjc3Zjc5OCIsImZpbGVuYW1lIjoiV2xrOVFueGQwNWRXbUxXZnA2RUMubXAzIiwidGltZXN0YW1wIjoxNzg2ODEzMjAwMDAwMDAwfQ%3D%3D,Melodious dynamic  Bariton
2026-08-15,YUdpWWny7k5yb4QCeweX,2546f989714965ff860c0466800ca551f02af7a25250d07592d494ef1fa8e344,Ruth - Warm and Dynamic Narrator,nl,nl-NL,standard,female,young,professional,informative_educational,high_quality,159825650,3578154,18619,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/gDR3ZfXNr1dkLZ0cWH4BuQxER1z2/voices/YUdpWWny7k5yb4QCeweX/RDRd1XnXfKMdjwwBAGB4.mp3,"Young Female Dutch professional voiceover. Warm, articulate and engaging. Perfect for instructional, educational, corporate, and audiobook narration."
2026-08-15,5KvpaGteYkNayiswuX2h,2cf3785cce84abdefb1ef5e0d850a14e8566318dcfc9240163df12ad681955ae,Helmut - Distinctive and Authentic,de,de-DE,standard,male,old,deep,characters_animation,high_quality,157193783,3397413,66278,false,1,https://api.us.elevenlabs.io/v1/voices/5KvpaGteYkNayiswuX2h/previews/audio?payload=eyJ2b2ljZV9zb3VyY2UiOiJjdXN0b20iLCJ3b3Jrc3BhY2VfaWQiOiJhODYyNzkzOGI2MDM0NGNhYTZmYjgxY2U1NGE0YTA1ZCIsImZpbGVuYW1lIjoicFgyOXVIQlFwYVBOZTB4MERraEYubXAzIiwidGltZXN0YW1wIjoxNzg2ODEzMjAwMDAwMDAwfQ%3D%3D,"Distinctive, authentic, and unmistakable – a voice with the power of great productions. Rough yet sincere, with a strong recognizability. Perfect for trailers, dubbing, audio dramas, and any project that demands presence and depth."
2026-08-15,Mv8AjrYZCBkdsmDHNwcB,0c29152f9ff1200a1cdd7a40f25e16765ff73c7bafcbd0455ad9a7ac863bfc73,"Ishibashi - Inviting, Natural and Smoky",ja,ja-JP,kanto,male,young,deep,social_media,high_quality,154083839,1389854,125257,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/smdM9RgSCIge9Dbjj1mxNOLqVtn1/voices/Mv8AjrYZCBkdsmDHNwcB/BzyYgIBOY4ecjGAkbfEJ.mp3,"A deep, strong Tokyo traditional Japanese male voice, perfect for use in English or Japanese! This voice is great for anime dubbing, narration, social media, educational/informative videos (especially about Japan!), and Japanese characters."
2026-08-15,UsgbMVmY3U59ijwK5mdh,93ae4e172cf1ef9b1a2e8ec7da1bc2d041d5913d5fa93852e42dc3e6c4ae7b1d,"Trieu Duong - Deep, Calm and Resonant",vi,vi-VN,southern,male,young,casual,narrative_story,high_quality,153805464,1631718,91841,false,1,https://api.us.elevenlabs.io/v1/voices/UsgbMVmY3U59ijwK5mdh/previews/audio?payload=eyJ2b2ljZV9zb3VyY2UiOiJjdXN0b20iLCJ3b3Jrc3BhY2VfaWQiOiJhODZjMjc1ZmQyMTk0ZjcwOTFkMGMyNjdmYWVmYmRhYyIsImZpbGVuYW1lIjoiZjkwMGEwNDAtMGFiZS00N2RiLWFlYjQtYzIwYjYzMDU2NDMzLm1wMyIsInRpbWVzdGFtcCI6MTc4NjgxMzIwMDAwMDAwMH0%3D,A young male from Ho Chi Minh City with a southern accent and a soft voice. perfect choice for narrative and storytelling.
